category	country	country_short	lang	lang_short	name	region	subject	text	type	url	lat	lon
Regional	Italy	IT	Italian	it	riviera24	European Union	General News	Riviera24	webnews	http://www.riviera24.it/	42.6384261	12.674297
National	Russia	RU	Russian	ru	novokuznetsk	Asia	General News	novokuznetsk	webnews	https://novokuznetsk.su/	53.75760699999999	87.136101
National	USA	US	English	en	counterextremism	North America	General News	Counter Extremism Project	webnews	https://www.counterextremism.com/	39.7837304	-100.4458825
National	United Kingdom	GB	English	en	nature-onc	Europe Other	General News	Nature - Oncogene	webnews	https://www.nature.com/onc/	54.702354500000006	-3.2765752999999997
National	Germany	DE	German	de	24pr	European Union	General News	24PR.de. Die Internetzeitung	webnews	https://www.24pr.de/	51.0834196	10.4234469
National	Iraq	IQ	Arabic	ar	aliraqnews	Middle East	General News	Aliraq News	webnews	http://aliraqnews.com/	33.0955793	44.174977500000004
National	USA	US	English	en	pcrm	North America	General News	pcrm	webnews	https://www.pcrm.org/	39.7837304	-100.4458825
National	Belgium	BE	Dutch	nl	humo	European Union	General News	humo	webnews	http://www.humo.be/	50.6402809	4.666714499999999
National	Poland	PL	Polish	pl	sejm-gov-pl	European Union	General News	Sejm Rzeczypospolitej Polskiej	webnews	http://www.sejm.gov.pl/	52.22542710000001	21.02842708487195
Regional	Ireland	IE	English	en	IREO	European Union	General News	Home Page | Irish Regions European Office	webnews	https://www.ireo.eu/	52.865196	-7.9794599
National	Germany	DE	German	de	beobachternews	European Union	General News	Beobachternews	webnews	https://beobachternews.de/	51.0834196	10.4234469
National	Russia	RU	Russian	ru	mr_spb	Asia	General News	SPB	webnews	http://mr7.ru/	59.938731999999995	30.316228999999996
National	Greece	GR	Modern Greek (1453-)	el	rizospastis	European Union	General News	Athens daily newspaper	webnews	http://www.rizospastis.gr/	38.995368299999996	21.987713199999998
National	Russia	RU	Russian	ru	internovosti	Asia	General News	internovosti	webnews	http://www.internovosti.ru/	64.6863136	97.7453061
National	Hungary	HU	Hungarian	hu	mszt	European Union	General News	Magyar Szabványügyi Testület	webnews	https://prod.mszt.hu/hu-hu/	47.1817585	19.5060937
National	USA	US	English	en	macon	North America	General News	Macon	webnews	http://www.macon.com/	32.8406946	-83.6324022
National	Slovakia	SK	Slovak	sk	zivotpo	European Union	General News	Život Prešova	webnews	http://www.zivotpo.sk/	48.98817395	21.225422974271584
National	Philippines	PH	English	en	abs-cbnnews	Asia	General News	ABS-CBN News	webnews	http://news.abs-cbn.com/	12.750348599999999	122.7312101
National	Finland	FI	Finnish	fi	demari	European Union	General News	Uutispäivä Demari	webnews	http://demokraatti.fi/	63.2467777	25.9209164
National	United Kingdom	GB	English	en	lydianinternational	Europe Other	General News	Lydian International	webnews	https://www.lydianinternational.co.uk/index.php	54.702354500000006	-3.2765752999999997
National	USA	US	English	en	tradingmarkets	North America	General News	Trading Markets	webnews	http://tradingmarkets.com/	39.7837304	-100.4458825
National	Argentina	AR	Spanish	es	elojodigital	South America	General News	El Ojo Digital	webnews	http://www.elojodigital.com/	-34.9964963	-64.9672817
National	USA	US	English	en	tennessean	North America	General News	The Tennessean	webnews	http://www.tennessean.com/	39.7837304	-100.4458825
Regional	Italy	IT	Italian	it	lecconews	European Union	General News	Lecco news	webnews	http://lecconews.lc/	42.6384261	12.674297
National	United Kingdom	GB	English	en	economo	Europe Other	General News	economo	webnews	http://www.economo.co.uk/	54.702354500000006	-3.2765752999999997
International	Italy	IT	French	fr	fao-fr	European Union	General News	Food and Agriculture Organization of the United Nations (French)	webnews	http://www.fao.org/home/fr/	42.6384261	12.674297
National	USA	US	English	en	tcpalm	North America	General News	tcpalm	webnews	http://www.tcpalm.com/	39.7837304	-100.4458825
National	Morocco	MA	Arabic	ar	map-ar	Africa	General News	Maghreb Arabe Presse (Francais)	webnews	http://www.map.ma/ar/%D8%A7%D9%84%D8%B1%D8%A6%D9%8A%D8%B3%D9%8A%D8%A9	31.1728205	-7.3362482
National	Russia	RU	Russian	ru	globalist	Asia	General News	globalist	webnews	http://globalist.org.ua/	64.6863136	97.7453061
National	USA	US	English	en	wptv	North America	General News	wptv	webnews	http://www.wptv.com/	26.71380055	-80.06487785510458
National	Chile	CL	Spanish	es	elmostrado	South America	General News	El Mostrador	webnews	http://www.elmostrador.cl/	-31.7613365	-71.3187697
National	Nigeria	NG	English	en	newswatchngr	Africa	General News	News Watch Nigeria	webnews	http://www.newswatchngr.com/	9.6000359	7.999972099999999
National	France	FR	French	fr	charentelibre	European Union	General News	Charente Libre	webnews	http://www.charentelibre.fr/	45.66813905	0.18312168527193007
National	Poland	PL	Polish	pl	stat.pl	European Union	General News	GUS - Główny Urząd Statystyczny	webnews	http://www.stat.gov.pl	52.2162776	21.007268015582547
International	Italy	IT	Spanish	es	fao-es	European Union	General News	Food and Agriculture Organization of the United Nations (spanish)	webnews	http://www.fao.org/home/es/	42.6384261	12.674297
National	Netherlands Antilles	AN	English	en	thedailyherald	North America	General News	The Daily Herald	webnews	https://thedailyherald.sx/		
International	Italy	IT	English	en	fao-en	European Union	General News	Food and Agriculture Organization of the United Nations (english)	webnews	http://www.fao.org/home/en/	42.6384261	12.674297
National	Portugal	PT	Portuguese	pt	acessocultura	European Union	General News	acessocultura	webnews	https://acessocultura.org/	40.0332629	-7.889626299999999
National	Swaziland	SZ	English	en	jean-monnet	Europe Other	General News	migration NGO - jean-monnet	webnews	http://jean-monnet.ch/en/	-26.562480600000004	31.399131699999998
National	Belgium	BE	English	en	upliftingwords	European Union	General News	Baha'i Faith Blog | Baha	webnews	https://www.upliftingwords.org/	50.6402809	4.666714499999999
National	Spain	ES	Spanish	es	maldita	European Union	General News	maldita	webnews	https://maldita.es/	42.120824600000006	-5.1762997
International	Italy	IT	English	en	wfp	European Union	General News	United Nations World Food Programme	webnews	https://www.wfp.org/	40.644999799999994	17.83862176907649
National	United Kingdom	GB	English	en	nottinghampost	Europe Other	General News	Nottingham Post	webnews	http://www.nottinghampost.com/	52.9534193	-1.1496461
National	Czech Republic	CZ	Czech	cs	frekvence1	European Union	General News	Frekvence 1	webnews	http://www.frekvence1.cz/	49.816700299999994	15.4749544
National	Greece	GR	Modern Greek (1453-)	el	thepresident	European Union	General News	The President	webnews	https://www.thepresident.gr/	37.98924885	23.763591104848853
Local	Italy	IT	Italian	it	ambientesicurezzaweb	European Union	General News	Ambiente Sicurezza Web	webnews	https://www.ambientesicurezzaweb.it	42.6384261	12.674297
National	Cyprus	CY	English	en	unficyp	European Union	General News	CYPRUS (United Nations Peacekeeping Force in Cyprus (UNFICYP) UN Mission	webnews	https://unficyp.unmissions.org/	34.982301799999995	33.1451285
National	Thailand	TH	Thai	th	sanook	Asia	General News	sanook	webnews	https://www.sanook.com/news/	13.759062300000002	100.49780600000001
National	Germany	DE	English	en	bauhaus-luftfahrt	European Union	General News	bauhaus-luftfahrt	webnews	https://www.bauhaus-luftfahrt.net/en/	51.0834196	10.4234469
National	Portugal	PT	Portuguese	pt	destak	European Union	General News	Destak	webnews	http://www.destak.pt/	38.6674626	-9.1674495
International	Palestine, State of	PS	Arabic	ar	wen	Middle East	General News	wen	webnews	http://www.wen.co.il/	31.94696655	35.27386547291496
National	Ecuador	EC	Spanish	es	planv	South America	General News	PlanV	webnews	https://www.planv.com.ec/	-1.3397668	-79.3666965
National	South Africa	ZA	English	en	dailymaverick	Africa	General News	Daily Maverick	webnews	https://www.dailymaverick.co.za/	-28.816623600000003	24.991639000000003
National	USA	US	English	en	recode	North America	General News	recode	webnews	https://www.vox.com/recode	39.7837304	-100.4458825
International	France	FR	French	fr	larep	European Union	General News	LaRep	webnews	https://www.larep.fr/	46.603353999999996	1.8883334999999999
National	Kenya	KE	English	en	artmatters	Africa	General News	ArtMatters	webnews	https://artmatters.info/	1.4419683	38.431397499999996
National	Chile	CL	Spanish	es	onemi	South America	General News	ONEMI: Ministerio del Interior y Seguridad Pública	webnews	http://www.onemi.cl/	-31.7613365	-71.3187697
National	Ukraine	UA	Russian	ru	h-ua-ru	Europe Other	General News	h-ua-ru  (Russian)	webnews	https://h.ua/	49.4871968	31.2718321
National	Morocco	MA	Arabic	ar	assabah	Africa	General News	assabah	webnews	http://www.assabah.press.ma/	34.0318101	-5.0084002
National	Switzerland	CH	English	en	cvlab	Europe Other	General News	Computer Vision Laboratory CVLAB	webnews	https://cvlab.epfl.ch	46.7985624	8.231973599999998
National	Poland	PL	English	en	notesfrompoland	European Union	General News	Notes from Poland	webnews	https://notesfrompoland.com/	52.0189912	19.19558554308718
National	Czech Republic	CZ	Czech	cs	vedavyzkum	European Union	General News	Agromanual	webnews	https://vedavyzkum.cz/	49.816700299999994	15.4749544
National	Germany	DE	German	de	wdr	European Union	General News	WDR	webnews	http://www1.wdr.de/index.html	50.94004235	6.95126662590296
National	Vietnam	VN	Vietnamese	vi	bnews-vn	Asia	General News	Bnews VN	webnews	https://bnews.vn/	13.2904027	108.42651129999999
National	Brazil	BR	Portuguese	pt	brasilmineral	South America	General News	Brasil mineral	webnews	http://www.brasilmineral.com.br/	-23.3976784	-46.7718503
National	USA	US	English	en	knightnews	North America	General News	KnightNews	webnews	http://knightnews.com/	39.7837304	-100.4458825
National	Canada	CA	English	en	equinoxgold	North America	General News	equinoxgold	webnews	http://www.equinoxgold.com/	61.0666922	-107.9917071
National	Cuba	CU	Spanish	es	5septiembre	Central America	General News	Cinco de Septiembre	webnews	http://www.5septiembre.cu/?lang=es	22.4284844	-80.5212282
National	Sweden	SE	Swedish	sv	lararnasnyheter	European Union	General News	Lärarnas Nyheter	webnews	https://lararnastidning.se/	59.67497120000001	14.5208584
National	Germany	DE	German	de	jungefreiheit	European Union	General News	Junge Freiheit	webnews	https://jungefreiheit.de/	52.491859700000006	13.3177122
National	Hungary	HU	Hungarian	hu	origo	European Union	General News	Origo	webnews	http://www.origo.hu/index.html	47.3176473	20.9271404
National	Algeria	DZ	French	fr	lnr-dz	Africa	General News	La Nouvelle République	webnews	http://lnr-dz.com/	28.000027199999998	2.9999825
National	Albania	AL	Albanian	sq	abcnews-al	EU Candidate	General News	ABC News TV	webnews	http://www.abcnews.al/	41.000028	19.9999619
International	Italy	IT	Arabic	ar	fao-ar	European Union	General News	Food and Agriculture Organization of the United Nations (arabic)	webnews	http://www.fao.org/home/ar/	42.6384261	12.674297
National	Saudi Arabia	SA	Arabic	ar	kolalwatn	Middle East	General News	kolalwatn	webnews	http://www.kolalwatn.net	25.624261800000003	42.352832799999995
National	Lithuania	LT	Lithuanian	lt	alytausnaujienos	European Union	General News	Alytaus Naujienos	webnews	https://www.alytausnaujienos.lt/	55.350000300000005	23.7499997
National	Hungary	HU	Hungarian	hu	nepszava	European Union	General News	NÉPSZAVA	webnews	https://nepszava.hu/	47.1817585	19.5060937
National	Denmark	DK	Danish	da	berlingske	European Union	General News	Berlingske	webnews	https://www.berlingske.dk/	55.680718500000005	12.581008968152425
International	Italy	IT	Italian	it	corriere	European Union	General News	Corriere della sera (Italian)	webnews	http://www.corriere.it/	42.6384261	12.674297
National	Ivory Coast	CI	French	fr	aip-ci	Africa	General News	AIP agence	webnews	https://aip.ci/	7.9897371	-5.5679457999999995
Regional	Italy	IT	Italian	it	genova24	European Union	General News	Genova24	webnews	http://www.genova24.it/	42.6384261	12.674297
Regional	Netherlands	NL	Dutch	nl	huisaanhuisleeuwarden	European Union	General News	Huis aan Huis	webnews	https://huisaanhuisleeuwarden.nl/	52.242951399999995	4.4361104000000005
International	Cambodia	KH	Central Khmer	km	rnkradio	Asia	General News	RNK Radio (state broadcaster)	webnews	http://rnk.gov.kh/	13.5066394	104.869423
National	United Kingdom	GB	English	en	nature-boneres	Europe Other	General News	Nature - Bone Research	webnews	https://www.nature.com/boneres/	54.702354500000006	-3.2765752999999997
National	Spain	ES	Spanish	es	abc-Andalucia	European Union	General News	abc.es - Sevilla - Andalucía	webnews	http://www.abc.es/	37.40273235	-6.0048993591935576
National	Georgia	GE	Russian	ru	presidentofabkhazia	Asia	General News	Press Department of the President of Abkhazia	webnews	http://presidentofabkhazia.org/	41.6809707	44.02873820000001
National	Congo, The Democratic Republic of the	CD	French	fr	zoom-eco	Africa	General News	zoom-eco	webnews	https://zoom-eco.net/		
National	Germany	DE	German	de	waz	European Union	General News	Westdeutsche Allgemeine Zeitung	webnews	https://www.waz.de/	51.0834196	10.4234469
National	China	CN	Chinese	zh	southcn	Asia	General News	South News Network	webnews	http://www.southcn.com/	35.000074	104.999927
National	USA	US	English	en	usnews	North America	General News	U.S. News	webnews	https://www.usnews.com/	39.7837304	-100.4458825
National	Belgium	BE	French	fr	lavenir	European Union	General News	L'avenir	webnews	http://www.lavenir.net/	49.6718776	5.8175667
National	Georgia	GE	Georgian	ka	batumelebi	Asia	General News	Batumelebi	webnews	http://batumelebi.netgazeti.ge/	41.6445745	41.6333852
National	Iran	IR	Persian	fa	mazandnume	Middle East	General News	Mazandnume - Iranian news	webnews	http://www.mazandnume.com/	32.6475314	54.56435160000001
Local	Italy	IT	Italian	it	trevisotoday	European Union	General News	Treviso Today	webnews	http://www.trevisotoday.it/	42.6384261	12.674297
National	USA	US	English	en	natlawreview	North America	General News	The National Law Review	webnews	https://www.natlawreview.com/	39.7837304	-100.4458825
International	United Arab Emirates	AE	Arabic	ar	wam	Middle East	General News	WAM  - United Arab Emirates news	webnews	http://www.wam.ae/ar/home.html	24.0002488	53.999482900000004
National	Sweden	SE	Swedish	sv	Europaparlamentet	European Union	General News	Europaparlamentet	webnews	http://www.Europaparlamentet.se	59.67497120000001	14.5208584
National	Italy	IT	Italian	it	merateonline	European Union	General News	Merate online	webnews	http://www.merateonline.it	42.6384261	12.674297
National	Cambodia	KH	Central Khmer	km	moneaksekar	Asia	General News	Media local - Phnom Penh	webnews	http://www.moneaksekar.com/	13.5066394	104.869423
International	Saudi Arabia	SA	Arabic	ar	al-jazirah	Middle East	General News	Al Jazirah	webnews	http://www.al-jazirah.com/	24.6654718	46.794875299999994
